logFC	AveExpr	t	P.Value	adj.P.Val	B
TIMM17A	-0.829488098945937	5.65412615128246	-15.2408802311122	4.26695803484607e-10	6.64973197465508e-09	13.0622061491131
PLCL2	-0.926326018098574	5.84712344483984	-15.2530383920147	4.22220259120823e-10	6.60890700100770e-09	13.0581706521015
GOT2	-1.00176695706948	5.84711450227442	-15.2518504790515	4.22655324885705e-10	6.61087384444215e-09	13.0567557264224
EVA1A	-3.34709143577103	1.10022579332879	-14.5860817864263	7.61529464064402e-10	1.08617079634179e-08	13.0565292446058
DIAPH3	1.14405072751901	4.97105407509548	15.0045564305936	5.24544919217476e-10	7.90368599717955e-09	13.0485118361529
NACC1	-0.76678198999088	7.75027878819209	-15.2889941077646	4.09275381874894e-10	6.45356295877416e-09	13.0448353801246
FADD	1.18761769145961	5.0581727790215	15.0137432515761	5.20323728465659e-10	7.86782504062085e-09	13.0447753480445
SP6	-0.779456666101554	10.0665379000927	-15.2635197803556	4.18402171817344e-10	6.57322117871277e-09	13.0445435110795
TMCO3	1.19699452531445	5.23877403051959	15.0461936263053	5.05701204270171e-10	7.66842578455391e-09	13.0433729794825
RLF	-0.81143645269128	5.74031435317066	-15.2236904189345	4.33110182904967e-10	6.72028299738221e-09	13.0398910573589
SKIC2	-0.682148832716797	6.0574683088895	-15.234773001132	4.28963024018252e-10	6.66561743358107e-09	13.0308940143859
PELO	-0.906034923246449	6.21126775692186	-15.2421341513341	4.26231888735213e-10	6.64735075526756e-09	13.0290228753806
RHOBTB1	-1.17949706006559	8.82702394536932	-15.2622323766124	4.18869146128118e-10	6.57572239248595e-09	13.0281452306059
FZD6	1.50323177852729	5.17646663340275	14.9835117925097	5.34352984989986e-10	8.03447282005351e-09	13.0279159421096
SFMBT2	1.31313058690984	4.81857492479292	14.9303348251684	5.60019561183598e-10	8.36154992609975e-09	13.026238286978
SGMS2	-2.60899535801557	2.71106849938127	-14.6815127769897	6.98885303946332e-10	1.01236497655033e-08	13.0242368746644
KLLN	-4.24275051067464	-0.33716818213602	-14.9608556691345	5.45131322221335e-10	8.16779511260942e-09	13.0220318491902
CORO7	0.939060047956545	5.55979314912426	15.1014180461157	4.81815519982347e-10	7.38484246767777e-09	13.0211020345111
USF2	-0.719163201473918	6.17688458887538	-15.2228548212967	4.33424598445787e-10	6.72028299738221e-09	13.013714228278
TLE6	-3.43442399694435	0.165118555501122	-14.6910423420408	6.92938853560131e-10	1.0057969799705e-08	13.0134369724542
MLLT1	-0.886244268274666	8.98401293505988	-15.2434062147588	4.2576181169986e-10	6.64486988223463e-09	13.0115841080274
NUCKS1	0.873245092405828	8.05234529614749	15.2370285327088	4.28124196379543e-10	6.66561743358107e-09	13.0012509311354
IGSF3	0.817757978094447	8.29855471251462	15.2355475772229	4.28674763086692e-10	6.66561743358107e-09	12.9986572297211
CANT1	-0.725401754995499	6.9156494677946	-15.2084947417104	4.3886620469879e-10	6.78496044109577e-09	12.9794849507254
BCORL1	-1.15526288933823	7.0579714480963	-15.2026761875864	4.41091809799239e-10	6.81443789455571e-09	12.9710741080189
TRIM34	-1.44446242240807	2.7590727706969	-14.6175242056498	7.40252200106664e-10	1.0607799133118e-08	12.9602101190135
PAK3	-1.04246357914451	5.07781777963664	-15.0630771598506	4.98267337820378e-10	7.57310655538245e-09	12.9575739963154
EEF1D	-0.618561007460616	7.90005601693572	-15.1904202591667	4.45819237249824e-10	6.88249553690732e-09	12.9540332655845
FMNL1	-2.11929595282003	1.3161262924659	-14.4617372573186	8.52291041161898e-10	1.19488519589666e-08	12.9506009517179
FKBP2	-0.980081265849408	5.60963872794034	-15.1167910148366	4.75382817265631e-10	7.29671643225392e-09	12.9502138244802
NAA10	-0.863948418522221	4.81670189341279	-15.0101563744564	5.21967507481969e-10	7.88152492216236e-09	12.9498962309836
CSNK1E	-1.00545409963985	7.30390514774384	-15.1745686444168	4.52013989766891e-10	6.96805981627661e-09	12.9423762402577
ARPP19	0.808300354541715	7.43771006101523	15.1629609504474	4.56608490285126e-10	7.03381182655515e-09	12.9389025319882
RIT1	-0.999341834858207	4.88928629432931	-15.0128564466188	5.20729614851066e-10	7.8683938832446e-09	12.9383317064244
ENSG00000287787	-6.14186077918021	-1.00018094980339	-15.7119084141675	2.85138084087528e-10	4.81601605107836e-09	12.9360529364295
MELTF	-2.26672081747152	3.64208952685684	-14.7669894836466	6.47434291423774e-10	9.48120703945192e-09	12.9326582120122
VCPKMT	-1.18355099997606	3.37656141264451	-14.702992819436	6.85557968406239e-10	9.9576013276463e-09	12.9318521874919
NR6A1	0.697687666210174	7.41368112438689	15.1533121068565	4.60465595839269e-10	7.08301506170038e-09	12.9292596824143
MIGA2	-1.21569967840572	4.90500318702384	-15.0066616021686	5.23574409769806e-10	7.89463009113739e-09	12.9272152342071
SNX25	1.00265752436492	4.85749181977209	14.8574302767742	5.97368122998568e-10	8.84502239500167e-09	12.9194030675848
WDR45	-0.947774886092458	4.86065061638393	-14.9735310372588	5.39072889642643e-10	8.08836471917466e-09	12.9071040519209
KCTD3	-1.00401351347455	6.00910025470437	-15.0934064286193	4.85204697046886e-10	7.4158069961545e-09	12.9011848722063
ZNF106	0.731672496386974	6.31039057506282	15.0633661182019	4.98141128597877e-10	7.57310655538245e-09	12.8919163380193
DCLK1	-9.35155770336737	-2.10816821615823	-18.0583240797716	4.44754325747475e-11	1.06771021617085e-09	12.8893081207956
ITGAV	0.875048789785959	6.55379136415903	15.0620725292572	4.98706399111818e-10	7.57310655538245e-09	12.8796987535528
SMC4	0.89910860395563	6.82540935150498	15.0773136301084	4.92089625678009e-10	7.50463022286677e-09	12.8796071368973
ADRA2B	-1.83553957357346	3.97916163084618	-14.7840607066909	6.37651617575601e-10	9.36712627665626e-09	12.8794001247922
MUCL1	-2.50774963166236	1.90704326640825	-14.414757670488	8.89529588354142e-10	1.23977098400356e-08	12.8783447954113
ARF1	-0.817989316449921	8.87497684283616	-15.0934949652402	4.8516710438744e-10	7.4158069961545e-09	12.8718136686159
MARK2	-0.792505063887046	7.42138371975456	-15.0992810494806	4.82717061045551e-10	7.39335679304606e-09	12.8717880509788
SNAI1	-1.82769627471486	3.03310292397264	-14.5749483336935	7.69219224771465e-10	1.09567586376447e-08	12.8673800518072
UBXN7	0.710888728426895	6.34062772818709	15.0399497153277	5.08480328832252e-10	7.70509979136872e-09	12.8671801892997
PHLPP1	-1.15390623375986	7.45646112545927	-15.0933607278647	4.85224102809323e-10	7.4158069961545e-09	12.8663479789763
PROB1	-1.97741969620215	3.91629934336963	-14.7550949949203	6.5434505800713e-10	9.56274727043798e-09	12.8652156581672
PTPN21	-1.1590763420427	7.2913276994635	-15.0775002713879	4.92009180445125e-10	7.50463022286677e-09	12.8528613657342
PTPN9	1.10035186317185	4.68012370241874	14.7379482156574	6.64446342588843e-10	9.69048502099196e-09	12.8516076475336
RNF149	-0.958736042192535	7.13825180925708	-15.066882155921	4.96608149107613e-10	7.56274391577567e-09	12.8446503029503
ENSG00000262879	1.33275743506062	4.3920980588426	14.6433794397599	7.23231198830597e-10	1.04197962199693e-08	12.8441102771009
BLTP3A	0.881307730592567	4.82728520348839	14.7772417697964	6.41540156077839e-10	9.41424929585103e-09	12.8383724346143
MPRIP	-0.775018035969384	8.23049588634475	-15.0627733417325	4.98400074203095e-10	7.57310655538245e-09	12.8373661521053
MIS18BP1	1.13999940734269	4.41815342045645	14.6562701883325	7.14901456153834e-10	1.03206652109343e-08	12.8317790034913
GSTO1	1.10464639366987	5.24633006368989	14.8244736981702	6.15116244473675e-10	9.07009915764288e-09	12.8267395598964
CA5B	1.79573754694823	3.59423907877492	14.4302635093032	8.77050427434241e-10	1.22557615647874e-08	12.8262941879735
PPRC1	-1.10399913937634	5.51530514304334	-14.9567978233474	5.47086172507041e-10	8.18560445503183e-09	12.8091076978193
CA12	1.03136120660067	5.99471167662456	14.9154621876602	5.67431265590273e-10	8.45448843835549e-09	12.7990808093288
ANKHD1	-0.688873424996804	7.25737047936029	-15.0181012313738	5.18334003858119e-10	7.8432891830259e-09	12.79824428306
COL6A1	-1.23091730700674	5.98958515872297	-14.9722549036854	5.39679575369619e-10	8.091785127963e-09	12.7893191982584
ENSG00000248599	-3.11908394045534	-0.190184591198114	-14.530004491163	8.01114388223733e-10	1.13430152543329e-08	12.7885162123474
CABLES2	-1.20269699438895	4.82453115266244	-14.8311601650777	6.11470381666356e-10	9.02256641898023e-09	12.7754226325417
MFSD6	1.61133528328007	6.19681074560729	14.86904566234	5.91243832793291e-10	8.76041312861405e-09	12.772689388067
SCYL1	-0.965570347599547	7.15061918939624	-14.9882868882458	5.32110458855572e-10	8.0063887774001e-09	12.771384443716
PNO1	-1.20410286658728	3.92751849575548	-14.6467500335028	7.21043234916016e-10	1.03952832369876e-08	12.7663528531792
TAOK2	-0.757543318350084	6.77222578519657	-14.975380699721	5.38194834964657e-10	8.08086496405823e-09	12.7662029711723
SLC39A6	-1.12640793094207	5.35192540660395	-14.8875392740318	5.81630838742056e-10	8.62994756983525e-09	12.7604893200286
LMF2	0.774774996424939	6.05305031221933	14.8957673897997	5.77407608949334e-10	8.58517117105878e-09	12.7595146426433
ASF1A	1.17287865555415	5.32447162452373	14.7572732601535	6.53073607983629e-10	9.55069863667229e-09	12.7570634881123
PMEL	-0.79101485008468	6.55453487400061	-14.9596883374767	5.45692914269804e-10	8.17047989228355e-09	12.7565544985904
AKAP13	-0.938855545805583	6.11500294047194	-14.9350041683289	5.57713986212188e-10	8.3329489716151e-09	12.7486665509241
ELOF1	-0.873691617242741	4.91716704142488	-14.7952003219324	6.31353204145737e-10	9.29668680894405e-09	12.7332897996624
POGLUT3	1.25832221734205	5.78595106674228	14.7928836759157	6.32657561380973e-10	9.30947758709771e-09	12.727078514198
LINC03002	-3.86736920727532	-0.718497255432279	-14.7634483800628	6.49483512497946e-10	9.50470186851446e-09	12.7207269023946
CHST7	-2.57127385471285	0.355164759299596	-14.2842062940829	1.00242775445999e-09	1.37066621946608e-08	12.7201990082678
SIAH2	-1.22828596448042	7.23877598596294	-14.923487055834	5.63419194214526e-10	8.40056839050073e-09	12.7099574248267
WIPI1	-1.27400667267918	6.25080700088513	-14.8966117685624	5.76976071768916e-10	8.58472893413276e-09	12.7066512056778
LY6D	-4.40471153347109	-0.985945829534051	-15.008642930766	5.22662744264803e-10	7.88644928952103e-09	12.7050782526333
RUVBL2	-0.859899732132554	6.22819701194297	-14.8890380080046	5.80859137206943e-10	8.62448667516578e-09	12.7009487287861
TMX4	1.67592518361919	3.54834542069735	14.295165665136	9.92386450650039e-10	1.36005958336041e-08	12.6965740675497
CYLD	1.63033558125337	3.15927649304526	14.2203946782543	1.06308896021022e-09	1.43486789158885e-08	12.6751693154266
GYS1	-0.828649915791926	6.70285423202894	-14.8727324277186	5.89314000500217e-10	8.73787851123361e-09	12.6714061877538
MAGEF1	0.871534638722246	5.01553904025768	14.6282899736665	7.33113504173341e-10	1.05196125790246e-08	12.6615995138769
DLGAP5	1.03671834454807	4.75798323019752	14.5578080840455	7.81220260626383e-10	1.11054904115391e-08	12.6599270198971
TBXA2R	-3.41965572743102	-0.298678117625889	-14.4246913943039	8.81513246482137e-10	1.23020326742896e-08	12.657147279448
PLCG2	1.85729527416042	3.85815790230536	14.2741685546524	1.01171978850304e-09	1.3803579183369e-08	12.6435412703346
PDLIM5	-0.882984246441416	5.08536933880192	-14.7209351144804	6.74633534971526e-10	9.82564424553622e-09	12.6389162276764
CMAS	-1.00932289581285	6.21016551005509	-14.8139585548608	6.20896746935959e-10	9.14902061726463e-09	12.6307804984979
HPS3	1.01760144043746	4.69355198919876	14.5140317023729	8.12787240244198e-10	1.14702854524819e-08	12.6292583199279
EPS8L1	-0.825016841178131	8.74437496058255	-14.8345218681907	6.09646099175746e-10	9.00186493088389e-09	12.628610163321
CRELD2	-1.85602852916575	5.76696115949483	-14.7712147885025	6.44998152103583e-10	9.45200995736979e-09	12.6180787858794
RALGAPB	-0.773139290298731	6.30592148354438	-14.7918406324935	6.33245772109968e-10	9.31172000474988e-09	12.6069439997788
TLE2	-1.3460588520533	3.85760201253272	-14.4572009970436	8.5581308350283e-10	1.19746577224109e-08	12.5980252486739
ECHDC2	1.51993366153557	5.10628169968087	14.5087096477415	8.16716784473105e-10	1.15105348397443e-08	12.5970359440836
HSPA12A	-1.89177124536752	1.32772813149197	-14.068251977368	1.22409661103944e-09	1.60175050088381e-08	12.5905423221037
GOLGA6A	-3.66521485559015	-0.0369954060672011	-14.2549726836683	1.02974651720896e-09	1.40048148228432e-08	12.5892067678695
WNT1	-6.26073879319446	-0.877739667581944	-15.0924296307745	4.85619651986829e-10	7.41654716536855e-09	12.5859003007385
NMRK2	-4.31955512356135	-0.550616776167015	-14.5155380898514	8.11678664969609e-10	1.14622117354532e-08	12.5776022588961
CPT2	1.23525138600532	4.50538705700203	14.3750037291602	9.22397505339417e-10	1.27890623615068e-08	12.5571608145479
PARP4	1.33870971022883	5.08982155442544	14.4809902903648	8.37513839153677e-10	1.17861049336862e-08	12.5540038015911
PLSCR1	0.883989076532772	6.2710061415404	14.6867392728993	6.95617255266155e-10	1.00899920407445e-08	12.5484026625724
MRPL14	-0.858757008156272	5.36239197930964	-14.6563773750441	7.14832625020986e-10	1.03206652109343e-08	12.544524778085
CAV2	-2.94830935179335	0.208879412710697	-14.1119679974128	1.17532564009926e-09	1.55299985320722e-08	12.5409687855644
AHCY	-0.770919662722981	7.97515590968346	-14.7474847208033	6.58807943983244e-10	9.62138792286124e-09	12.5408681545761
BUB1	1.10111106791201	5.33266951973986	14.5362275152993	7.9661517021725e-10	1.12942798452965e-08	12.5397327760533
PROSER1	-1.00259473625262	7.46715943411901	-14.7436718787567	6.61056111385989e-10	9.64762628133404e-09	12.538643130506
PAQR3	1.02281561120803	5.77393792749226	14.6066611319172	7.47530668326845e-10	1.06905891964333e-08	12.5340769184685
SEL1L3	-2.07138324007782	3.20104577348346	-14.2516043189444	1.03294492264598e-09	1.40393773646653e-08	12.5285353925657
ADD3	1.12041623114907	5.5005529444265	14.5506862122367	7.86265382759974e-10	1.11623562578403e-08	12.5281298670029
ALDH7A1	1.01869519155328	6.68238191053686	14.6853437445661	6.9648825881522e-10	1.0095772142365e-08	12.5233211963958
RPN1	-0.905729916922803	8.84570478331743	-14.7170239894043	6.76998945071921e-10	9.84667083758111e-09	12.5190774070664
PSMD2	-0.887352047959329	8.57574534284752	-14.7198697134056	6.75277003662047e-10	9.82831638981151e-09	12.5188536064543
NRDC	-0.687926481419678	7.36124628032022	-14.712749919913	6.79593986321002e-10	9.87769055220036e-09	12.5102785978802
SALL2	1.33338298463934	3.79988670048388	14.1731518631859	1.11051817533153e-09	1.48947466002093e-08	12.5093650363091
FRMD6	-1.49926100576169	6.01070369472332	-14.674741091747	7.03143926621137e-10	1.01784370841377e-08	12.5090943319586
SLC46A1	1.10405068847802	4.29123722171826	14.2913997506174	9.95824736569244e-10	1.36302314679939e-08	12.5066127656713
STON2	1.59471926109447	4.25508046876918	14.2235682600519	1.05998129519996e-09	1.4315777720128e-08	12.4991174814758
NTMT1	-1.13359415829768	4.46380884864916	-14.4714559362218	8.44797230063928e-10	1.18593545450367e-08	12.4961069262203
IRF7	0.940003363484612	4.79933512925163	14.3951785722451	9.05558249554377e-10	1.25882612621853e-08	12.4870193181119
PCF11	-0.900659666300782	5.73548076039518	-14.6317006628425	7.30867257207259e-10	1.05014860911165e-08	12.4860008413981
BMP7	1.30008167601861	4.55235597592247	14.2997156122353	9.88249231313938e-10	1.35612929198803e-08	12.4820809091262
TNK1	1.33731520922571	3.62925332150858	14.1120914548771	1.17519087978549e-09	1.55299985320722e-08	12.4809871379274
LAMB2	0.796354500324212	7.33538387019847	14.6718668786472	7.0495984585808e-10	1.01978145339226e-08	12.480862850767
CYCS	-1.42699674525817	6.06363480295866	-14.6389232474638	7.26134743764441e-10	1.04518732325694e-08	12.4719363908715
SYNJ1	-1.1499777911079	6.13137857386477	-14.6384619736866	7.26436008160889e-10	1.04518732325694e-08	12.4678513708601
MSTO1	-0.933155826842553	4.01048820643917	-14.3434450933976	9.49412089196682e-10	1.31125654154986e-08	12.4676206560161
NATD1	-0.860615640212882	8.01328197142185	-14.6639290776545	7.10000974082954e-10	1.02637894534888e-08	12.4619235033467
OAZ1	-0.819965870852453	9.08988875768303	-14.6525404551231	7.17300956567222e-10	1.03483134625356e-08	12.4604724458381
DNAJC10	-0.896640675794043	6.16933650631519	-14.6285147543842	7.32965239202902e-10	1.05196125790246e-08	12.4572278476722
REXO2	-0.73670731230002	6.41838206303509	-14.636865395443	7.2747978625397e-10	1.04598473170271e-08	12.4563747154205
NAT8L	-2.77427311855915	3.23734810591807	-14.1739670385097	1.10968090590913e-09	1.48928657259137e-08	12.4561575849344
NXNL2	2.14009791780913	3.9640609277465	14.0681316199041	1.22423382860163e-09	1.60175050088381e-08	12.4555714707605
KHDRBS3	1.33506465066475	4.0430330096951	14.1604019228636	1.12370177429668e-09	1.50432406701898e-08	12.4527716896952
SGCB	-1.46339810923933	3.07495681692847	-14.1407441897514	1.14435639088364e-09	1.52623711907739e-08	12.450991904108
SLC25A35	-2.3308604903223	1.98932009314673	-13.9668027183411	1.34579357335269e-09	1.72698050980502e-08	12.4489134813355
TOPBP1	0.797792283509676	6.2426636460009	14.5714439993059	7.71656746434558e-10	1.09841559255968e-08	12.4370597526667
CDS2	0.907707786484059	5.88431826041867	14.527195828113	8.03153913802983e-10	1.13610651598087e-08	12.4364044809698
ATP2B3	-9.96280151776476	-1.65981225639629	-16.6451920494728	1.32352979479896e-10	2.58015853975133e-09	12.4348678039533
CARD19	-1.49140510451895	2.78936546119965	-14.0674904902653	1.22496504654318e-09	1.60175050088381e-08	12.4331106761562
ASB2	-8.34410957570273	-1.66395371708058	-16.0793509996413	2.09767617414271e-10	3.7318025925673e-09	12.4316957739341
PALM3	-2.14989295031058	2.06723028160973	-13.9541375841013	1.36187002684803e-09	1.7444673257575e-08	12.4278268215436
GSR	1.0816810426726	5.68468922465738	14.4770107909729	8.40545638616003e-10	1.18074280832804e-08	12.4269594077784
RFX7	1.02202061221789	4.54628287430585	14.2708684243132	1.01479479278156e-09	1.38278734327619e-08	12.4265946340724
RAD17	0.973757796736589	5.00853287890357	14.3702019504163	9.2645441614087e-10	1.28286617338081e-08	12.4260918439858
SLC43A2	-1.34594171156131	9.8917323047402	-14.6018715493224	7.50764008189146e-10	1.07296480260664e-08	12.4256395695576
ABCF1	-0.963274763175615	6.84854919547616	-14.6150173571339	7.4192509749394e-10	1.06246458666592e-08	12.4241972590367
AFF1	-1.53768560418768	8.45364907120581	-14.6183531552112	7.39699902564094e-10	1.06069987370365e-08	12.4238553354458
NDUFAF4	-1.3907597176962	3.18024877768542	-14.1255981594974	1.16054669784797e-09	1.53950781998472e-08	12.4172900170468
PBX2	0.743165086205247	6.92075222631682	14.5913770175211	7.5790093034763e-10	1.08244059343633e-08	12.4149297580522
AIRE	-7.63058968795095	-1.00942691990444	-15.2271860929983	4.31797481497274e-10	6.7047856029584e-09	12.4092878178799
BCL11A	-3.34072547738958	-0.0252538808958616	-14.0271405558837	1.27193553850469e-09	1.65125354345404e-08	12.4081310723691
CASP3	0.933069008823273	4.48002233588478	14.2418543007657	1.04226287449491e-09	1.41480232379023e-08	12.4033296646118
CIT	1.28062876103951	4.70000763638168	14.2488481982832	1.03556986159699e-09	1.40661065879729e-08	12.401382841649
SLC31A1	-1.22817272516897	7.07592513905267	-14.5900782874239	7.58789168300923e-10	1.08298526185154e-08	12.3965507418783
CLDN1	-1.97207017799734	5.21957005861215	-14.4797256289996	8.3847606005818e-10	1.17861049336862e-08	12.3927613693983
NDRG1	0.903805545950162	7.82912025983658	14.5798114699663	7.65850162125768e-10	1.09160470740355e-08	12.3874137823218
LRRFIP2	-0.845792195637171	4.60004830625511	-14.3738678917293	9.23355433091201e-10	1.27940416234933e-08	12.3854373759412
UTP6	-0.76237830080472	5.83700176188676	-14.5267850641636	8.03452656391977e-10	1.13610651598087e-08	12.3797246124787
SOS1	0.970130973860233	5.74975393909783	14.445918894657	8.6464026026449e-10	1.20902511785413e-08	12.3797129497579
OCRL	0.989390112834844	5.89736450323929	14.46201841668	8.52073253147705e-10	1.19488519589666e-08	12.3779522844877
ZDHHC20	0.791007581303329	8.61386409850345	14.5675352338139	7.74385308413696e-10	1.10156567906571e-08	12.3727552152942
FXYD5	-0.845874476314576	5.71669683173873	-14.5106835292723	8.15257006915224e-10	1.14975453529707e-08	12.3723254598172
MMS22L	1.14731283620552	4.19861302960509	14.1276193443027	1.15837209871987e-09	1.53916531475428e-08	12.3714360618422
ZDHHC3	-0.71246596687718	6.30629275579801	-14.5394645251399	7.94285495700902e-10	1.12687276900036e-08	12.3674607498016
IFIH1	2.22382024228077	2.14043003591912	13.8361620636337	1.52185278465358e-09	1.91270038805343e-08	12.3673989116812
MT1G	-4.65445899668916	-0.187186527588008	-14.1028188257748	1.18535847416778e-09	1.5604663683961e-08	12.3647775331279
C2CD5	1.09727964164888	3.8289251488459	14.0505434951708	1.24446327672575e-09	1.62129282747088e-08	12.3645285101165
ATP6V1C2	-0.675476861225242	7.13758168202396	-14.5556222324783	7.82765029521199e-10	1.11200516095412e-08	12.3634241554587
E2F5	0.96159468407321	4.90478615329633	14.283919689391	1.00269180053613e-09	1.37066621946608e-08	12.3612665783723
AMOTL1	0.982279357096907	6.57514082190813	14.4800691235434	8.38214594690696e-10	1.17861049336862e-08	12.3329059334789
IDH1	0.891879711769911	6.25072957276173	14.4579932252084	8.55196864164556e-10	1.19738769329881e-08	12.3320656890613
IDI1	-1.13848014818888	6.63745387020325	-14.4966716009292	8.25680080304198e-10	1.16291895819245e-08	12.3151343392151
RGL1	2.03187236426018	3.81624703687802	13.9034677794137	1.42826675547313e-09	1.81644925579993e-08	12.3101004205862
SSH2	1.0798241627536	4.41011069626076	14.1153049206203	1.17168900581578e-09	1.55107232331226e-08	12.3096881952232
GSTM3	1.24015555820097	6.1113715246335	14.3989483244312	9.02448302411426e-10	1.25531968940902e-08	12.3092412496449
MANEA	1.39180528569707	3.54922213225522	13.9037125944343	1.4279377758969e-09	1.81644925579993e-08	12.2979576258232
MXD4	0.900675660304609	6.34943266216449	14.426350225415	8.80182127359673e-10	1.22914845314815e-08	12.2940753278949
CYBC1	0.881163603275297	5.46668390833665	14.3213549021855	9.68823211681806e-10	1.33375494463875e-08	12.2930951679742
BLNK	-1.86238627404512	3.10268801783507	-13.9829564133965	1.32558213081487e-09	1.7051407469591e-08	12.2878377559939
PREB	-0.96284351634027	6.53150433047599	-14.4591129415211	8.54326721948941e-10	1.19695375351876e-08	12.2821018617234
STK4	0.798493611106399	5.82115150770249	14.3661427201807	9.29898817363477e-10	1.28637926113857e-08	12.2820286242885
MED8	-0.742472108304461	5.24510595283101	-14.3595540892381	9.35518628537182e-10	1.29290368805469e-08	12.275837618615
TUBG1	-0.732745984166923	5.00742845264842	-14.3084818993894	9.80329938038431e-10	1.34699224798258e-08	12.2588598417454
SMARCC2	0.840260387950702	5.6548585848512	14.3138097684518	9.75549951603958e-10	1.3412870184022e-08	12.2554102622842
ADGRA2	-5.36648108448876	-0.514650140553459	-14.1912467282304	1.09209042309166e-09	1.46752226287903e-08	12.2427490872178
EID1	0.826257445836009	5.54964413710979	14.2768458524907	1.00923243385284e-09	1.37784410106708e-08	12.2332872246657
PAK6	0.828825240491283	7.41329157953894	14.4138396915991	8.90274298162745e-10	1.24000004266918e-08	12.2326729752754
ATP1B3	-1.61119489337803	7.78425329180233	-14.4220065497099	8.83672238357308e-10	1.23241129534871e-08	12.2325530533155
MYORG	1.22766190274775	5.50629906477135	14.2240737805745	1.05948717023721e-09	1.4315777720128e-08	12.2217904384538
ETF1	-1.15991013095896	8.09041057581023	-14.4049949614146	8.97483762934137e-10	1.24922723640722e-08	12.215018587882
SNHG9	-1.82340302119586	1.66664036887236	-13.675869789761	1.77210820301826e-09	2.17352835049875e-08	12.2018594958527
IRF2BP2	-0.905743299271008	7.55742404311278	-14.3823005021745	9.16268882207053e-10	1.27123382709324e-08	12.19232309662
PKN3	0.781502461497479	4.82557775503757	14.1095017798814	1.17802110348508e-09	1.55559943739568e-08	12.1896565861073
KMT5C	1.07276083812701	4.54398640421741	14.0206743345298	1.27963968261995e-09	1.6570170581126e-08	12.1890418949352
MELK	0.887812203083166	5.88919498775606	14.2722188770225	1.01353526054095e-09	1.38195241714856e-08	12.1885771247482
MRPS15	-0.853512890047495	5.8516537143229	-14.3258701456162	9.64821406664323e-10	1.33081821657779e-08	12.1841273580005
CPD	1.23738242373117	6.85090221689989	14.3247054475618	9.65851973322119e-10	1.33138021045164e-08	12.1749560354972
CNOT8	0.779680797932369	5.37915484321794	14.1920067194794	1.09132362531763e-09	1.46741476265176e-08	12.1726254061747
TAOK3	-1.12534613950842	4.42017032971147	-14.1161491136862	1.17077089430002e-09	1.55081778844477e-08	12.1605856140812
FHL2	0.798608195179831	7.12658268965318	14.3290801740368	9.6198712712357e-10	1.32776595336707e-08	12.1567697366815
SAR1B	-1.00137089761434	5.83895953146357	-14.2954568372874	9.92121138107668e-10	1.36005958336041e-08	12.1546101734732
BTG1	-0.964386252678866	9.12366503715189	-14.3188078755862	9.71088420628233e-10	1.3360125689081e-08	12.1407173237378
CCNYL1	1.04678580819878	4.94334279651655	14.0527725552502	1.24187984452917e-09	1.61981300513531e-08	12.1374517755799
ZBTB38	-0.964639864977334	5.43100595342246	-14.2378562634585	1.04610963410151e-09	1.41807207412363e-08	12.1330983739216
TFDP2	0.7344479292171	6.64330441827627	14.2778035900387	1.00834422915894e-09	1.37751168799296e-08	12.1250003997273
SURF4	-0.844594787782595	9.09740502639508	-14.3006400072997	9.87410940200425e-10	1.35584975246287e-08	12.1222736880706
ATAD3C	-1.70199655595707	3.72473895478946	-13.9403174484305	1.37964662215352e-09	1.76090380698519e-08	12.1208181562135
NKD2	1.07111993089689	4.33028496997607	13.9042432640551	1.42722494573196e-09	1.81644925579993e-08	12.1185779521876
CNOT3	-0.779584381685067	6.8441727536276	-14.294056619092	9.93397693561522e-10	1.3605727641433e-08	12.1157659025289
OAF	-2.94217661735427	1.72835255019166	-13.5857316811589	1.93182364784763e-09	2.34785802388581e-08	12.1103606253412
CTNNAL1	0.854596341878005	5.7080728765677	14.1689185926939	1.11487703492157e-09	1.49438285621921e-08	12.1083584588619
TADA3	0.917458660818736	5.39174403020384	14.1084215070774	1.17920386901566e-09	1.55565425972549e-08	12.1002296123409
DEPDC1	1.20383092008625	5.29155207312913	14.0609900097708	1.23240531093243e-09	1.60852607656581e-08	12.0964087013274
TUT4	1.14767142306854	5.37229081503373	14.079428683383	1.21142546901727e-09	1.58988431025939e-08	12.0954031408058
RB1	1.25669145222131	3.94091539056856	13.780429542127	1.60429856982391e-09	2.006876068083e-08	12.0937677025044
CGN	1.05748885138098	5.50860250350433	14.1081340474181	1.17951881529312e-09	1.55565425972549e-08	12.0934267200341
HS3ST3B1	-1.0181662660407	4.94296231813356	-14.1324876295584	1.15315212219556e-09	1.53585920599231e-08	12.0905616382637
HM13	-0.899767449676824	7.41285376888751	-14.2655403561377	1.01978046180876e-09	1.38869530573652e-08	12.07991004548
HDHD5	-1.08635423873295	4.16960100201618	-13.9822525940479	1.32645596607522e-09	1.70523815710969e-08	12.0789109416213
ZBTB10	-0.79519092540935	7.64734374290495	-14.264283469623	1.02096038260834e-09	1.38941653087961e-08	12.0772485837572
HIPK3	1.01778217494675	5.86839290494053	14.1426960498977	1.14228754920307e-09	1.52467323813111e-08	12.0737625611735
UCK2	-1.26188555272014	4.62304592029776	-14.0643353201591	1.22857036081545e-09	1.60450087586693e-08	12.0711158309
